Brand,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Samsung,Intel Core i5 (12th Gen),Intel,0,8, LPDDR4X RAM,4.2,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15657000
HP,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 10,0,10889400
Infinix,Intel Celeron Quad-Core,Intel,0,8, LPDDR4X RAM,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,7485000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13467000
HP,AMD Dual-Core Athlon,AMD,0,8, DDR4 RAM,2.3,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,10907700
HP,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11835000
HP,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.0,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,512,0,150.0,Windows 10,4,17325000
Acer,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,14397000
Lenovo,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,4.8,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,9597000
HP,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,13950000
Dell,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,14.0,Radeon 520,AMD,64,1024,45.0,Linux,2,13497000
ASUS,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,2.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19197000
MSI,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8940000
HP,Intel Core i3 (8th Gen),Intel,0,8, DDR4 RAM,2.2,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,9381300
MSI,Intel Core i5 (10th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 10,4,15867300
HP,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16199700
ASUS,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LED,11.6,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,6750000
ASUS,Intel Celeron Dual-Core,Intel,8,4, DDR4 RAM ,1.1,LCD,14.0,Integrated Graphics,Intel,256,0,33.0,Windows 11,0,7467000
ASUS,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,2.9,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,20697000
Lenovo,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,7919700
HP,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 10,4,16647000
ASUS,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.0,LCD,17.3,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,16425000
ASUS,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,8397000
HP,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,16875000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.0,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 10,4,20936700
HP,Intel Core i5 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20399700
Lenovo,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,6867000
HP,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19186200
Xiaomi,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,3.1,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17999700
Lenovo,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,16197000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10182300
HP,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.2,LCD,15.6,Radeon RX 6500M,AMD,512,0,150.0,Windows 11,4,15557700
ASUS,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.7,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,17397000
MSI,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
ASUS,AMD Quad-Core Ryzen 7,AMD,0,16, DDR4 RAM,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14997000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,8, DDR4 RAM ,2.9,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,90.0,Windows 10,4,22497000
ASUS,Intel Celeron Dual-Core,Intel,8,4, DDR4 RAM ,2.8,LCD,15.6,Integrated Graphics,Intel,256,0,37.0,Windows 11,0,6731700
HP,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11700000
Acer,Intel Core i5 (12th Gen),Intel,32,16, DDR4 RAM ,3.3,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,15597000
Infinix,Intel Celeron Quad-Core,Intel,0,4, LPDDR4X RAM,1.1,LCD,14.0,Integrated Graphics,Intel,128,0,45.0,Windows 11,0,6087000
Dell,Intel Core i3 (10th Gen),Intel,16,4, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,13230000
Lenovo,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 10,4,14250000
Lenovo,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,1.2,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10095000
HP,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.0,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,16197000
Lenovo,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,1.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20999700
HP,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11399700
Infinix,Intel Core i3 (12th Gen),Intel,0,8, LPDDR4X RAM,0.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9297000
ASUS,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,0,65.0,Google Chrome,0,5487000
Acer,Intel Core i5 (11th Gen) Processor,Intel,32,8, DDR4 RAM ,2.5,LED,15.6,GeForce RTX 3050,NVIDIA,256,1024,180.0,Windows 10,4,22409700
HP,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.0,LED,15.6,Integrated Graphics,AMD,512,0,41.0,Windows 10,0,11669700
ASUS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14997000
Lenovo,AMD Quad-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,9087000
Samsung,Intel Core i5 (13th Gen),Intel,0,16, LPDDR4X RAM,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,23997000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,4.2,LED,15.6,Integrated Graphics,Intel,256,1024,42.0,Windows 10,0,15099000
Lenovo,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10497000
ASUS,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.0,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,18597000
HP,Intel Core i3 (11th Gen) Processor,Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11997000
HP,Intel Core i5 (10th Gen),Intel,0,4, DDR4 RAM,1.6,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,15449700
Samsung,Intel Core i5 (13th Gen),Intel,0,8, LPDDR4X RAM,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,19497000
Acer,Intel Core i3 (12th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9747000
ASUS,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LED,16.0,Integrated Graphics,AMD,512,0,50.0,Windows 11,0,14216700
Dell,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.1,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 10,0,14579700
Lenovo,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11535000
HP,Intel Core i3 (13th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
Dell,Intel Core i3 (10th Gen),Intel,16,4, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11549700
ASUS,Intel Celeron Dual-Core,Intel,16,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,33.0,Windows 11,0,8697000
HP,AMD Dual-Core Athlon,AMD,4,4, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,256,0,45.0,DOS,0,5967000
Acer,Intel Core i3 (12th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,9447000
Lenovo,Intel Celeron Dual-Core,Intel,12,4, DDR4 RAM ,1.1,LCD,11.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7145700
ASUS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,3.4,LCD,14.0,Integrated Graphics,Intel,64,1024,37.0,Windows 11,0,8846700
HP,AMD Dual-Core A6 APU,AMD,0,4, DDR4 RAM,2.6,LED,14.0,Integrated Graphics,AMD,64,1024,41.0,DOS,0,6270000
Acer,AMD Quad-Core Ryzen 3 Processor,AMD,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,AMD,256,0,45.0,Windows 11,0,9897000
Acer,Intel Core i3 (12th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,9567000
ASUS,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.0,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,17097000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,200.0,Windows 11,4,23397000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,200.0,Windows 11,4,25499700
Lenovo,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,14397000
Lenovo,Intel Core i3 (10th Gen),Intel,16,8, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17699700
HP,AMD Dual-Core Athlon,AMD,16,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,64,1024,41.0,Windows 11,0,7497000
ASUS,Intel Celeron Dual-Core,Intel,32,4, LPDDR4X RAM ,1.1,LED,11.6,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,5399700
HP,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18875100
HP,Intel Core i3 (10th Gen),Intel,16,8, DDR4 RAM ,4.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,13197000
Acer,Intel Core i7 (11th Gen),Intel,32,16, DDR4 RAM ,2.3,LED,15.6,GeForce RTX 3050 Ti,NVIDIA,512,1024,180.0,Windows 10,4,23547000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 11,4,17099700
Lenovo,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,8099700
HP,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,18750000
HP,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14997000
Honor,Intel Core i5 (12th Gen),Intel,8,8, LPDDR4X RAM ,2.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14697000
Honor,Intel Core i5 (12th Gen),Intel,0,16, LPDDR4X RAM,2.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15597000
ASUS,Intel Core i7 (11th Gen) Processor,Intel,0,16, LPDDR4X RAM,2.5,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 10,0,29997000
Acer,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,2.4,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,180.0,Windows 10,6,23097000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10047000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.0,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,45.0,Windows 10,4,19047000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11697000
HP,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14820000
Acer,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,15597000
HP,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,14969700
Infinix,Intel Core i5 (11th Gen),Intel,0,16, LPDDR4X RAM,1.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,8397000
Infinix,Intel Core i9 (13th Gen),Intel,0,32, LPDDR5X RAM,4.8,LCD,15.6,Integrated Graphics,Intel,1024,0,96.0,Windows 11,0,22467000
HP,Intel Celeron Dual-Core,Intel,16,8, DDR4 RAM ,2.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8697000
ASUS,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11816700
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR5 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,16797000
Honor,Intel Core i5 (11th Gen),Intel,8,8, DDR4 RAM ,2.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12597000
Acer,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18599700
Apple,Apple M2 Processor,Apple,0,8, LPDDR5 RAM,2.5,LCD,13.3,Integrated Graphics,Apple,256,0,67.0,macOS Monterey,0,38970000
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19350000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,16229100
Lenovo,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12297000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11667000
HP,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.2,LCD,16.1,GeForce RTX 3050 Ti,NVIDIA,512,0,70.0,Windows 11,4,21897000
ASUS,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12297000
HP,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,13691100
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20997000
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,70.0,Windows 11,0,20546700
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,70.0,Windows 11,0,21297000
HP,AMD Dual-Core Ryzen 3,AMD,8,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9297000
HP,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,22197000
HP,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,15330300
Lenovo,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,230.0,Windows 11,4,20100000
Dell,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 11,4,20847000
ASUS,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,17640000
Acer,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19317300
Dell,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,10756500
Lenovo,AMD Quad-Core Ryzen 5,AMD,16,16, DDR4 RAM ,3.4,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,15297000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,20250000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 10,0,17697000
ASUS,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,16.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,13197000
Acer,Intel Core i5 (13th Gen),Intel,32,8, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,135.0,Windows 11,6,24182400
Acer,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.9,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10275000
Lenovo,AMD Octa-Core Ryzen 7,AMD,16,8, DDR5 RAM ,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19497000
Lenovo,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,38.0,Windows 11,0,9897000
Acer,AMD Dual-Core Ryzen 3 Processor,AMD,32,8, DDR4 RAM ,2.5,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,7797000
Acer,AMD Hexa-Core Ryzen 5 Processor,AMD,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3060,NVIDIA,256,1024,180.0,Windows 10,6,27449700
ASUS,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,1.8,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10497000
ASUS,Intel Core i7 (12th Gen),Intel,32,16, DDR4 RAM ,2.3,LCD,15.6,GeForce RTX 4060,NVIDIA,512,0,240.0,Windows 11,8,31497000
HP,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,43.0,Windows 11,0,16497000
Dell,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,14.0,Integrated Graphics,Intel,512,0,53.0,Windows 10,0,23699700
HP,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.7,LCD,16.1,GeForce RTX 3050,NVIDIA,512,0,70.0,Windows 11,4,23997000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,19049700
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,45.0,Windows 11,4,20847000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.8,LCD,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,11999700
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.3,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,18521700
HP,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,10320000
ASUS,Intel Core i3 (10th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9657000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10737000
Acer,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,24594000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16197000
ASUS,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19197000
HP,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,22320000
Dell,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11067000
ASUS,Intel Core i7 (12th Gen),Intel,32,16, DDR5 RAM ,2.3,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,180.0,Windows 11,4,27450000
HP,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11397000
Lenovo,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,2.3,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,230.0,Windows 10,4,25799700
Dell,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10797000
ASUS,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10140000
HP,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16947000
Acer,Intel Core i5 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,17097000
Honor,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,11997000
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,512,0,57.0,Windows 10,0,18387000
Acer,Intel Core i5 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,17097000
Acer,Intel Core i5 (13th Gen) Processor,Intel,32,8, DDR5 RAM ,2.5,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,16497000
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,21599700
ASUS,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,4.7,LCD,15.6,GeForce GTX 1650,NVIDIA,1024,0,48.0,Windows 11,4,17250000
